split,group,day,angle,label,RGB,VNIR,VNIR_1000nm,VNIR_800nm
train,Pepper/II/Healthy/pot_43,21,0,2,RGB/Pepper/II/Healthy/H_21_RGB_0_43.tiff,VNIR/Pepper/II/Healthy/H_21_VNIR_0_43.png,VNIR_1000nm/Pepper/II/Healthy/H_21_VNIR_1000nm_0_43.png,VNIR_800nm/Pepper/II/Healthy/H_21_VNIR_800nm_0_43.png
train,Pepper/II/Healthy/pot_43,21,15,2,RGB/Pepper/II/Healthy/H_21_RGB_15_43.tiff,VNIR/Pepper/II/Healthy/H_21_VNIR_15_43.png,VNIR_1000nm/Pepper/II/Healthy/H_21_VNIR_1000nm_15_43.png,VNIR_800nm/Pepper/II/Healthy/H_21_VNIR_800nm_15_43.png
train,Pepper/II/Healthy/pot_43,23,0,2,RGB/Pepper/II/Healthy/H_23_RGB_0_43.tiff,VNIR/Pepper/II/Healthy/H_23_VNIR_0_43.png,VNIR_1000nm/Pepper/II/Healthy/H_23_VNIR_1000nm_0_43.png,VNIR_800nm/Pepper/II/Healthy/H_23_VNIR_800nm_0_43.png
train,Pepper/II/Healthy/pot_43,23,15,2,RGB/Pepper/II/Healthy/H_23_RGB_15_43.tiff,VNIR/Pepper/II/Healthy/H_23_VNIR_15_43.png,VNIR_1000nm/Pepper/II/Healthy/H_23_VNIR_1000nm_15_43.png,VNIR_800nm/Pepper/II/Healthy/H_23_VNIR_800nm_15_43.png
train,Pepper/II/Healthy/pot_43,25,0,2,RGB/Pepper/II/Healthy/H_25_RGB_0_43.tiff,VNIR/Pepper/II/Healthy/H_25_VNIR_0_43.png,VNIR_1000nm/Pepper/II/Healthy/H_25_VNIR_1000nm_0_43.png,VNIR_800nm/Pepper/II/Healthy/H_25_VNIR_800nm_0_43.png
train,Pepper/II/Healthy/pot_43,25,15,2,RGB/Pepper/II/Healthy/H_25_RGB_15_43.tiff,VNIR/Pepper/II/Healthy/H_25_VNIR_15_43.png,VNIR_1000nm/Pepper/II/Healthy/H_25_VNIR_1000nm_15_43.png,VNIR_800nm/Pepper/II/Healthy/H_25_VNIR_800nm_15_43.png
train,Pepper/II/Healthy/pot_43,27,0,2,RGB/Pepper/II/Healthy/H_27_RGB_0_43.tiff,VNIR/Pepper/II/Healthy/H_27_VNIR_0_43.png,VNIR_1000nm/Pepper/II/Healthy/H_27_VNIR_1000nm_0_43.png,VNIR_800nm/Pepper/II/Healthy/H_27_VNIR_800nm_0_43.png
train,Pepper/II/Healthy/pot_43,27,15,2,RGB/Pepper/II/Healthy/H_27_RGB_15_43.tiff,VNIR/Pepper/II/Healthy/H_27_VNIR_15_43.png,VNIR_1000nm/Pepper/II/Healthy/H_27_VNIR_1000nm_15_43.png,VNIR_800nm/Pepper/II/Healthy/H_27_VNIR_800nm_15_43.png
train,Pepper/II/Healthy/pot_43,29,0,2,RGB/Pepper/II/Healthy/H_29_RGB_0_43.tiff,VNIR/Pepper/II/Healthy/H_29_VNIR_0_43.png,VNIR_1000nm/Pepper/II/Healthy/H_29_VNIR_1000nm_0_43.png,VNIR_800nm/Pepper/II/Healthy/H_29_VNIR_800nm_0_43.png
train,Pepper/II/Healthy/pot_43,29,15,2,RGB/Pepper/II/Healthy/H_29_RGB_15_43.tiff,VNIR/Pepper/II/Healthy/H_29_VNIR_15_43.png,VNIR_1000nm/Pepper/II/Healthy/H_29_VNIR_1000nm_15_43.png,VNIR_800nm/Pepper/II/Healthy/H_29_VNIR_800nm_15_43.png
train,Pepper/II/Healthy/pot_44,1,0,2,RGB/Pepper/II/Healthy/H_1_RGB_0_44.tiff,VNIR/Pepper/II/Healthy/H_1_VNIR_0_44.png,VNIR_1000nm/Pepper/II/Healthy/H_1_VNIR_1000nm_0_44.png,VNIR_800nm/Pepper/II/Healthy/H_1_VNIR_800nm_0_44.png
train,Pepper/II/Healthy/pot_44,3,5,2,RGB/Pepper/II/Healthy/H_3_RGB_5_44.tiff,VNIR/Pepper/II/Healthy/H_3_VNIR_5_44.png,VNIR_1000nm/Pepper/II/Healthy/H_3_VNIR_1000nm_5_44.png,VNIR_800nm/Pepper/II/Healthy/H_3_VNIR_800nm_5_44.png
train,Pepper/II/Healthy/pot_44,5,0,2,RGB/Pepper/II/Healthy/H_5_RGB_0_44.tiff,VNIR/Pepper/II/Healthy/H_5_VNIR_0_44.png,VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_44.png,VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_44.png
train,Pepper/II/Healthy/pot_44,5,5,2,RGB/Pepper/II/Healthy/H_5_RGB_5_44.tiff,VNIR/Pepper/II/Healthy/H_5_VNIR_5_44.png,VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_44.png,VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_44.png
train,Pepper/II/Healthy/pot_44,9,0,2,RGB/Pepper/II/Healthy/H_9_RGB_0_44.tiff,VNIR/Pepper/II/Healthy/H_9_VNIR_0_44.png,VNIR_1000nm/Pepper/II/Healthy/H_9_VNIR_1000nm_0_44.png,VNIR_800nm/Pepper/II/Healthy/H_9_VNIR_800nm_0_44.png
train,Pepper/II/Healthy/pot_44,9,5,2,RGB/Pepper/II/Healthy/H_9_RGB_5_44.tiff,VNIR/Pepper/II/Healthy/H_9_VNIR_5_44.png,VNIR_1000nm/Pepper/II/Healthy/H_9_VNIR_1000nm_5_44.png,VNIR_800nm/Pepper/II/Healthy/H_9_VNIR_800nm_5_44.png
train,Pepper/II/Healthy/pot_44,11,0,2,RGB/Pepper/II/Healthy/H_11_RGB_0_44.tiff,VNIR/Pepper/II/Healthy/H_11_VNIR_0_44.png,VNIR_1000nm/Pepper/II/Healthy/H_11_VNIR_1000nm_0_44.png,VNIR_800nm/Pepper/II/Healthy/H_11_VNIR_800nm_0_44.png
train,Pepper/II/Healthy/pot_44,11,5,2,RGB/Pepper/II/Healthy/H_11_RGB_5_44.tiff,VNIR/Pepper/II/Healthy/H_11_VNIR_5_44.png,VNIR_1000nm/Pepper/II/Healthy/H_11_VNIR_1000nm_5_44.png,VNIR_800nm/Pepper/II/Healthy/H_11_VNIR_800nm_5_44.png
train,Pepper/II/Healthy/pot_44,13,0,2,RGB/Pepper/II/Healthy/H_13_RGB_0_44.tiff,VNIR/Pepper/II/Healthy/H_13_VNIR_0_44.png,VNIR_1000nm/Pepper/II/Healthy/H_13_VNIR_1000nm_0_44.png,VNIR_800nm/Pepper/II/Healthy/H_13_VNIR_800nm_0_44.png
train,Pepper/II/Healthy/pot_44,13,5,2,RGB/Pepper/II/Healthy/H_13_RGB_5_44.tiff,VNIR/Pepper/II/Healthy/H_13_VNIR_5_44.png,VNIR_1000nm/Pepper/II/Healthy/H_13_VNIR_1000nm_5_44.png,VNIR_800nm/Pepper/II/Healthy/H_13_VNIR_800nm_5_44.png
train,Pepper/II/Healthy/pot_44,15,0,2,RGB/Pepper/II/Healthy/H_15_RGB_0_44.tiff,VNIR/Pepper/II/Healthy/H_15_VNIR_0_44.png,VNIR_1000nm/Pepper/II/Healthy/H_15_VNIR_1000nm_0_44.png,VNIR_800nm/Pepper/II/Healthy/H_15_VNIR_800nm_0_44.png
train,Pepper/II/Healthy/pot_44,15,5,2,RGB/Pepper/II/Healthy/H_15_RGB_5_44.tiff,VNIR/Pepper/II/Healthy/H_15_VNIR_5_44.png,VNIR_1000nm/Pepper/II/Healthy/H_15_VNIR_1000nm_5_44.png,VNIR_800nm/Pepper/II/Healthy/H_15_VNIR_800nm_5_44.png
train,Pepper/II/Healthy/pot_44,17,0,2,RGB/Pepper/II/Healthy/H_17_RGB_0_44.tiff,VNIR/Pepper/II/Healthy/H_17_VNIR_0_44.png,VNIR_1000nm/Pepper/II/Healthy/H_17_VNIR_1000nm_0_44.png,VNIR_800nm/Pepper/II/Healthy/H_17_VNIR_800nm_0_44.png
train,Pepper/II/Healthy/pot_44,17,15,2,RGB/Pepper/II/Healthy/H_17_RGB_15_44.tiff,VNIR/Pepper/II/Healthy/H_17_VNIR_15_44.png,VNIR_1000nm/Pepper/II/Healthy/H_17_VNIR_1000nm_15_44.png,VNIR_800nm/Pepper/II/Healthy/H_17_VNIR_800nm_15_44.png
train,Pepper/II/Healthy/pot_44,19,0,2,RGB/Pepper/II/Healthy/H_19_RGB_0_44.tiff,VNIR/Pepper/II/Healthy/H_19_VNIR_0_44.png,VNIR_1000nm/Pepper/II/Healthy/H_19_VNIR_1000nm_0_44.png,VNIR_800nm/Pepper/II/Healthy/H_19_VNIR_800nm_0_44.png
train,Pepper/II/Healthy/pot_44,19,15,2,RGB/Pepper/II/Healthy/H_19_RGB_15_44.tiff,VNIR/Pepper/II/Healthy/H_19_VNIR_15_44.png,VNIR_1000nm/Pepper/II/Healthy/H_19_VNIR_1000nm_15_44.png,VNIR_800nm/Pepper/II/Healthy/H_19_VNIR_800nm_15_44.png
train,Pepper/II/Healthy/pot_44,21,15,2,RGB/Pepper/II/Healthy/H_21_RGB_15_44.tiff,VNIR/Pepper/II/Healthy/H_21_VNIR_15_44.png,VNIR_1000nm/Pepper/II/Healthy/H_21_VNIR_1000nm_15_44.png,VNIR_800nm/Pepper/II/Healthy/H_21_VNIR_800nm_15_44.png
train,Pepper/II/Healthy/pot_44,23,0,2,RGB/Pepper/II/Healthy/H_23_RGB_0_44.tiff,VNIR/Pepper/II/Healthy/H_23_VNIR_0_44.png,VNIR_1000nm/Pepper/II/Healthy/H_23_VNIR_1000nm_0_44.png,VNIR_800nm/Pepper/II/Healthy/H_23_VNIR_800nm_0_44.png
train,Pepper/II/Healthy/pot_44,23,15,2,RGB/Pepper/II/Healthy/H_23_RGB_15_44.tiff,VNIR/Pepper/II/Healthy/H_23_VNIR_15_44.png,VNIR_1000nm/Pepper/II/Healthy/H_23_VNIR_1000nm_15_44.png,VNIR_800nm/Pepper/II/Healthy/H_23_VNIR_800nm_15_44.png
train,Pepper/II/Healthy/pot_44,25,0,2,RGB/Pepper/II/Healthy/H_25_RGB_0_44.tiff,VNIR/Pepper/II/Healthy/H_25_VNIR_0_44.png,VNIR_1000nm/Pepper/II/Healthy/H_25_VNIR_1000nm_0_44.png,VNIR_800nm/Pepper/II/Healthy/H_25_VNIR_800nm_0_44.png
train,Pepper/II/Healthy/pot_44,25,15,2,RGB/Pepper/II/Healthy/H_25_RGB_15_44.tiff,VNIR/Pepper/II/Healthy/H_25_VNIR_15_44.png,VNIR_1000nm/Pepper/II/Healthy/H_25_VNIR_1000nm_15_44.png,VNIR_800nm/Pepper/II/Healthy/H_25_VNIR_800nm_15_44.png
train,Pepper/II/Healthy/pot_44,27,0,2,RGB/Pepper/II/Healthy/H_27_RGB_0_44.tiff,VNIR/Pepper/II/Healthy/H_27_VNIR_0_44.png,VNIR_1000nm/Pepper/II/Healthy/H_27_VNIR_1000nm_0_44.png,VNIR_800nm/Pepper/II/Healthy/H_27_VNIR_800nm_0_44.png
train,Pepper/II/Healthy/pot_44,27,15,2,RGB/Pepper/II/Healthy/H_27_RGB_15_44.tiff,VNIR/Pepper/II/Healthy/H_27_VNIR_15_44.png,VNIR_1000nm/Pepper/II/Healthy/H_27_VNIR_1000nm_15_44.png,VNIR_800nm/Pepper/II/Healthy/H_27_VNIR_800nm_15_44.png
train,Pepper/II/Healthy/pot_44,29,0,2,RGB/Pepper/II/Healthy/H_29_RGB_0_44.tiff,VNIR/Pepper/II/Healthy/H_29_VNIR_0_44.png,VNIR_1000nm/Pepper/II/Healthy/H_29_VNIR_1000nm_0_44.png,VNIR_800nm/Pepper/II/Healthy/H_29_VNIR_800nm_0_44.png
train,Pepper/II/Healthy/pot_44,29,15,2,RGB/Pepper/II/Healthy/H_29_RGB_15_44.tiff,VNIR/Pepper/II/Healthy/H_29_VNIR_15_44.png,VNIR_1000nm/Pepper/II/Healthy/H_29_VNIR_1000nm_15_44.png,VNIR_800nm/Pepper/II/Healthy/H_29_VNIR_800nm_15_44.png
train,Pepper/II/Healthy/pot_5,1,0,2,RGB/Pepper/II/Healthy/H_1_RGB_0_5.tiff,VNIR/Pepper/II/Healthy/H_1_VNIR_0_5.png,VNIR_1000nm/Pepper/II/Healthy/H_1_VNIR_1000nm_0_5.png,VNIR_800nm/Pepper/II/Healthy/H_1_VNIR_800nm_0_5.png
train,Pepper/II/Healthy/pot_5,3,5,2,RGB/Pepper/II/Healthy/H_3_RGB_5_5.tiff,VNIR/Pepper/II/Healthy/H_3_VNIR_5_5.png,VNIR_1000nm/Pepper/II/Healthy/H_3_VNIR_1000nm_5_5.png,VNIR_800nm/Pepper/II/Healthy/H_3_VNIR_800nm_5_5.png
train,Pepper/II/Healthy/pot_5,5,0,2,RGB/Pepper/II/Healthy/H_5_RGB_0_5.tiff,VNIR/Pepper/II/Healthy/H_5_VNIR_0_5.png,VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_0_5.png,VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_0_5.png
train,Pepper/II/Healthy/pot_5,5,5,2,RGB/Pepper/II/Healthy/H_5_RGB_5_5.tiff,VNIR/Pepper/II/Healthy/H_5_VNIR_5_5.png,VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_5.png,VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_5.png
train,Pepper/II/Healthy/pot_5,9,0,2,RGB/Pepper/II/Healthy/H_9_RGB_0_5.tiff,VNIR/Pepper/II/Healthy/H_9_VNIR_0_5.png,VNIR_1000nm/Pepper/II/Healthy/H_9_VNIR_1000nm_0_5.png,VNIR_800nm/Pepper/II/Healthy/H_9_VNIR_800nm_0_5.png
train,Pepper/II/Healthy/pot_5,9,5,2,RGB/Pepper/II/Healthy/H_9_RGB_5_5.tiff,VNIR/Pepper/II/Healthy/H_9_VNIR_5_5.png,VNIR_1000nm/Pepper/II/Healthy/H_9_VNIR_1000nm_5_5.png,VNIR_800nm/Pepper/II/Healthy/H_9_VNIR_800nm_5_5.png
train,Pepper/II/Healthy/pot_5,11,0,2,RGB/Pepper/II/Healthy/H_11_RGB_0_5.tiff,VNIR/Pepper/II/Healthy/H_11_VNIR_0_5.png,VNIR_1000nm/Pepper/II/Healthy/H_11_VNIR_1000nm_0_5.png,VNIR_800nm/Pepper/II/Healthy/H_11_VNIR_800nm_0_5.png
train,Pepper/II/Healthy/pot_5,11,5,2,RGB/Pepper/II/Healthy/H_11_RGB_5_5.tiff,VNIR/Pepper/II/Healthy/H_11_VNIR_5_5.png,VNIR_1000nm/Pepper/II/Healthy/H_11_VNIR_1000nm_5_5.png,VNIR_800nm/Pepper/II/Healthy/H_11_VNIR_800nm_5_5.png
train,Pepper/II/Healthy/pot_5,13,0,2,RGB/Pepper/II/Healthy/H_13_RGB_0_5.tiff,VNIR/Pepper/II/Healthy/H_13_VNIR_0_5.png,VNIR_1000nm/Pepper/II/Healthy/H_13_VNIR_1000nm_0_5.png,VNIR_800nm/Pepper/II/Healthy/H_13_VNIR_800nm_0_5.png
train,Pepper/II/Healthy/pot_5,13,5,2,RGB/Pepper/II/Healthy/H_13_RGB_5_5.tiff,VNIR/Pepper/II/Healthy/H_13_VNIR_5_5.png,VNIR_1000nm/Pepper/II/Healthy/H_13_VNIR_1000nm_5_5.png,VNIR_800nm/Pepper/II/Healthy/H_13_VNIR_800nm_5_5.png
train,Pepper/II/Healthy/pot_5,15,0,2,RGB/Pepper/II/Healthy/H_15_RGB_0_5.tiff,VNIR/Pepper/II/Healthy/H_15_VNIR_0_5.png,VNIR_1000nm/Pepper/II/Healthy/H_15_VNIR_1000nm_0_5.png,VNIR_800nm/Pepper/II/Healthy/H_15_VNIR_800nm_0_5.png
train,Pepper/II/Healthy/pot_5,15,5,2,RGB/Pepper/II/Healthy/H_15_RGB_5_5.tiff,VNIR/Pepper/II/Healthy/H_15_VNIR_5_5.png,VNIR_1000nm/Pepper/II/Healthy/H_15_VNIR_1000nm_5_5.png,VNIR_800nm/Pepper/II/Healthy/H_15_VNIR_800nm_5_5.png
train,Pepper/II/Healthy/pot_5,17,0,2,RGB/Pepper/II/Healthy/H_17_RGB_0_5.tiff,VNIR/Pepper/II/Healthy/H_17_VNIR_0_5.png,VNIR_1000nm/Pepper/II/Healthy/H_17_VNIR_1000nm_0_5.png,VNIR_800nm/Pepper/II/Healthy/H_17_VNIR_800nm_0_5.png
train,Pepper/II/Healthy/pot_5,17,15,2,RGB/Pepper/II/Healthy/H_17_RGB_15_5.tiff,VNIR/Pepper/II/Healthy/H_17_VNIR_15_5.png,VNIR_1000nm/Pepper/II/Healthy/H_17_VNIR_1000nm_15_5.png,VNIR_800nm/Pepper/II/Healthy/H_17_VNIR_800nm_15_5.png
train,Pepper/II/Healthy/pot_5,19,0,2,RGB/Pepper/II/Healthy/H_19_RGB_0_5.tiff,VNIR/Pepper/II/Healthy/H_19_VNIR_0_5.png,VNIR_1000nm/Pepper/II/Healthy/H_19_VNIR_1000nm_0_5.png,VNIR_800nm/Pepper/II/Healthy/H_19_VNIR_800nm_0_5.png
train,Pepper/II/Healthy/pot_5,19,15,2,RGB/Pepper/II/Healthy/H_19_RGB_15_5.tiff,VNIR/Pepper/II/Healthy/H_19_VNIR_15_5.png,VNIR_1000nm/Pepper/II/Healthy/H_19_VNIR_1000nm_15_5.png,VNIR_800nm/Pepper/II/Healthy/H_19_VNIR_800nm_15_5.png
train,Pepper/II/Healthy/pot_5,21,0,2,RGB/Pepper/II/Healthy/H_21_RGB_0_5.tiff,VNIR/Pepper/II/Healthy/H_21_VNIR_0_5.png,VNIR_1000nm/Pepper/II/Healthy/H_21_VNIR_1000nm_0_5.png,VNIR_800nm/Pepper/II/Healthy/H_21_VNIR_800nm_0_5.png
train,Pepper/II/Healthy/pot_5,21,15,2,RGB/Pepper/II/Healthy/H_21_RGB_15_5.tiff,VNIR/Pepper/II/Healthy/H_21_VNIR_15_5.png,VNIR_1000nm/Pepper/II/Healthy/H_21_VNIR_1000nm_15_5.png,VNIR_800nm/Pepper/II/Healthy/H_21_VNIR_800nm_15_5.png
train,Pepper/II/Healthy/pot_5,23,0,2,RGB/Pepper/II/Healthy/H_23_RGB_0_5.tiff,VNIR/Pepper/II/Healthy/H_23_VNIR_0_5.png,VNIR_1000nm/Pepper/II/Healthy/H_23_VNIR_1000nm_0_5.png,VNIR_800nm/Pepper/II/Healthy/H_23_VNIR_800nm_0_5.png
train,Pepper/II/Healthy/pot_5,23,15,2,RGB/Pepper/II/Healthy/H_23_RGB_15_5.tiff,VNIR/Pepper/II/Healthy/H_23_VNIR_15_5.png,VNIR_1000nm/Pepper/II/Healthy/H_23_VNIR_1000nm_15_5.png,VNIR_800nm/Pepper/II/Healthy/H_23_VNIR_800nm_15_5.png
train,Pepper/II/Healthy/pot_5,25,0,2,RGB/Pepper/II/Healthy/H_25_RGB_0_5.tiff,VNIR/Pepper/II/Healthy/H_25_VNIR_0_5.png,VNIR_1000nm/Pepper/II/Healthy/H_25_VNIR_1000nm_0_5.png,VNIR_800nm/Pepper/II/Healthy/H_25_VNIR_800nm_0_5.png
train,Pepper/II/Healthy/pot_5,25,15,2,RGB/Pepper/II/Healthy/H_25_RGB_15_5.tiff,VNIR/Pepper/II/Healthy/H_25_VNIR_15_5.png,VNIR_1000nm/Pepper/II/Healthy/H_25_VNIR_1000nm_15_5.png,VNIR_800nm/Pepper/II/Healthy/H_25_VNIR_800nm_15_5.png
train,Pepper/II/Healthy/pot_5,27,0,2,RGB/Pepper/II/Healthy/H_27_RGB_0_5.tiff,VNIR/Pepper/II/Healthy/H_27_VNIR_0_5.png,VNIR_1000nm/Pepper/II/Healthy/H_27_VNIR_1000nm_0_5.png,VNIR_800nm/Pepper/II/Healthy/H_27_VNIR_800nm_0_5.png
train,Pepper/II/Healthy/pot_5,27,15,2,RGB/Pepper/II/Healthy/H_27_RGB_15_5.tiff,VNIR/Pepper/II/Healthy/H_27_VNIR_15_5.png,VNIR_1000nm/Pepper/II/Healthy/H_27_VNIR_1000nm_15_5.png,VNIR_800nm/Pepper/II/Healthy/H_27_VNIR_800nm_15_5.png
train,Pepper/II/Healthy/pot_5,29,15,2,RGB/Pepper/II/Healthy/H_29_RGB_15_5.tiff,VNIR/Pepper/II/Healthy/H_29_VNIR_15_5.png,VNIR_1000nm/Pepper/II/Healthy/H_29_VNIR_1000nm_15_5.png,VNIR_800nm/Pepper/II/Healthy/H_29_VNIR_800nm_15_5.png
train,Pepper/II/Healthy/pot_8,1,0,2,RGB/Pepper/II/Healthy/H_1_RGB_0_8.tiff,VNIR/Pepper/II/Healthy/H_1_VNIR_0_8.png,VNIR_1000nm/Pepper/II/Healthy/H_1_VNIR_1000nm_0_8.png,VNIR_800nm/Pepper/II/Healthy/H_1_VNIR_800nm_0_8.png
train,Pepper/II/Healthy/pot_8,5,5,2,RGB/Pepper/II/Healthy/H_5_RGB_5_8.tiff,VNIR/Pepper/II/Healthy/H_5_VNIR_5_8.png,VNIR_1000nm/Pepper/II/Healthy/H_5_VNIR_1000nm_5_8.png,VNIR_800nm/Pepper/II/Healthy/H_5_VNIR_800nm_5_8.png
train,Pepper/II/Healthy/pot_8,9,0,2,RGB/Pepper/II/Healthy/H_9_RGB_0_8.tiff,VNIR/Pepper/II/Healthy/H_9_VNIR_0_8.png,VNIR_1000nm/Pepper/II/Healthy/H_9_VNIR_1000nm_0_8.png,VNIR_800nm/Pepper/II/Healthy/H_9_VNIR_800nm_0_8.png
train,Pepper/II/Healthy/pot_8,9,5,2,RGB/Pepper/II/Healthy/H_9_RGB_5_8.tiff,VNIR/Pepper/II/Healthy/H_9_VNIR_5_8.png,VNIR_1000nm/Pepper/II/Healthy/H_9_VNIR_1000nm_5_8.png,VNIR_800nm/Pepper/II/Healthy/H_9_VNIR_800nm_5_8.png
train,Pepper/II/Healthy/pot_8,11,0,2,RGB/Pepper/II/Healthy/H_11_RGB_0_8.tiff,VNIR/Pepper/II/Healthy/H_11_VNIR_0_8.png,VNIR_1000nm/Pepper/II/Healthy/H_11_VNIR_1000nm_0_8.png,VNIR_800nm/Pepper/II/Healthy/H_11_VNIR_800nm_0_8.png
train,Pepper/II/Healthy/pot_8,11,5,2,RGB/Pepper/II/Healthy/H_11_RGB_5_8.tiff,VNIR/Pepper/II/Healthy/H_11_VNIR_5_8.png,VNIR_1000nm/Pepper/II/Healthy/H_11_VNIR_1000nm_5_8.png,VNIR_800nm/Pepper/II/Healthy/H_11_VNIR_800nm_5_8.png
train,Pepper/II/Healthy/pot_8,13,0,2,RGB/Pepper/II/Healthy/H_13_RGB_0_8.tiff,VNIR/Pepper/II/Healthy/H_13_VNIR_0_8.png,VNIR_1000nm/Pepper/II/Healthy/H_13_VNIR_1000nm_0_8.png,VNIR_800nm/Pepper/II/Healthy/H_13_VNIR_800nm_0_8.png
train,Pepper/II/Healthy/pot_8,13,5,2,RGB/Pepper/II/Healthy/H_13_RGB_5_8.tiff,VNIR/Pepper/II/Healthy/H_13_VNIR_5_8.png,VNIR_1000nm/Pepper/II/Healthy/H_13_VNIR_1000nm_5_8.png,VNIR_800nm/Pepper/II/Healthy/H_13_VNIR_800nm_5_8.png
train,Pepper/II/Healthy/pot_8,15,0,2,RGB/Pepper/II/Healthy/H_15_RGB_0_8.tiff,VNIR/Pepper/II/Healthy/H_15_VNIR_0_8.png,VNIR_1000nm/Pepper/II/Healthy/H_15_VNIR_1000nm_0_8.png,VNIR_800nm/Pepper/II/Healthy/H_15_VNIR_800nm_0_8.png
train,Pepper/II/Healthy/pot_8,15,5,2,RGB/Pepper/II/Healthy/H_15_RGB_5_8.tiff,VNIR/Pepper/II/Healthy/H_15_VNIR_5_8.png,VNIR_1000nm/Pepper/II/Healthy/H_15_VNIR_1000nm_5_8.png,VNIR_800nm/Pepper/II/Healthy/H_15_VNIR_800nm_5_8.png
train,Pepper/II/Healthy/pot_8,17,0,2,RGB/Pepper/II/Healthy/H_17_RGB_0_8.tiff,VNIR/Pepper/II/Healthy/H_17_VNIR_0_8.png,VNIR_1000nm/Pepper/II/Healthy/H_17_VNIR_1000nm_0_8.png,VNIR_800nm/Pepper/II/Healthy/H_17_VNIR_800nm_0_8.png
train,Pepper/II/Healthy/pot_8,19,0,2,RGB/Pepper/II/Healthy/H_19_RGB_0_8.tiff,VNIR/Pepper/II/Healthy/H_19_VNIR_0_8.png,VNIR_1000nm/Pepper/II/Healthy/H_19_VNIR_1000nm_0_8.png,VNIR_800nm/Pepper/II/Healthy/H_19_VNIR_800nm_0_8.png
train,Pepper/II/Healthy/pot_8,19,15,2,RGB/Pepper/II/Healthy/H_19_RGB_15_8.tiff,VNIR/Pepper/II/Healthy/H_19_VNIR_15_8.png,VNIR_1000nm/Pepper/II/Healthy/H_19_VNIR_1000nm_15_8.png,VNIR_800nm/Pepper/II/Healthy/H_19_VNIR_800nm_15_8.png
train,Pepper/II/Healthy/pot_8,21,0,2,RGB/Pepper/II/Healthy/H_21_RGB_0_8.tiff,VNIR/Pepper/II/Healthy/H_21_VNIR_0_8.png,VNIR_1000nm/Pepper/II/Healthy/H_21_VNIR_1000nm_0_8.png,VNIR_800nm/Pepper/II/Healthy/H_21_VNIR_800nm_0_8.png
train,Pepper/II/Healthy/pot_8,21,15,2,RGB/Pepper/II/Healthy/H_21_RGB_15_8.tiff,VNIR/Pepper/II/Healthy/H_21_VNIR_15_8.png,VNIR_1000nm/Pepper/II/Healthy/H_21_VNIR_1000nm_15_8.png,VNIR_800nm/Pepper/II/Healthy/H_21_VNIR_800nm_15_8.png
train,Pepper/II/Healthy/pot_8,23,0,2,RGB/Pepper/II/Healthy/H_23_RGB_0_8.tiff,VNIR/Pepper/II/Healthy/H_23_VNIR_0_8.png,VNIR_1000nm/Pepper/II/Healthy/H_23_VNIR_1000nm_0_8.png,VNIR_800nm/Pepper/II/Healthy/H_23_VNIR_800nm_0_8.png
train,Pepper/II/Healthy/pot_8,23,15,2,RGB/Pepper/II/Healthy/H_23_RGB_15_8.tiff,VNIR/Pepper/II/Healthy/H_23_VNIR_15_8.png,VNIR_1000nm/Pepper/II/Healthy/H_23_VNIR_1000nm_15_8.png,VNIR_800nm/Pepper/II/Healthy/H_23_VNIR_800nm_15_8.png
train,Pepper/II/Healthy/pot_8,25,0,2,RGB/Pepper/II/Healthy/H_25_RGB_0_8.tiff,VNIR/Pepper/II/Healthy/H_25_VNIR_0_8.png,VNIR_1000nm/Pepper/II/Healthy/H_25_VNIR_1000nm_0_8.png,VNIR_800nm/Pepper/II/Healthy/H_25_VNIR_800nm_0_8.png
train,Pepper/II/Healthy/pot_8,25,15,2,RGB/Pepper/II/Healthy/H_25_RGB_15_8.tiff,VNIR/Pepper/II/Healthy/H_25_VNIR_15_8.png,VNIR_1000nm/Pepper/II/Healthy/H_25_VNIR_1000nm_15_8.png,VNIR_800nm/Pepper/II/Healthy/H_25_VNIR_800nm_15_8.png
train,Pepper/II/Healthy/pot_8,27,0,2,RGB/Pepper/II/Healthy/H_27_RGB_0_8.tiff,VNIR/Pepper/II/Healthy/H_27_VNIR_0_8.png,VNIR_1000nm/Pepper/II/Healthy/H_27_VNIR_1000nm_0_8.png,VNIR_800nm/Pepper/II/Healthy/H_27_VNIR_800nm_0_8.png
train,Pepper/II/Healthy/pot_8,27,15,2,RGB/Pepper/II/Healthy/H_27_RGB_15_8.tiff,VNIR/Pepper/II/Healthy/H_27_VNIR_15_8.png,VNIR_1000nm/Pepper/II/Healthy/H_27_VNIR_1000nm_15_8.png,VNIR_800nm/Pepper/II/Healthy/H_27_VNIR_800nm_15_8.png
